                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     65,                0.96919,                0.83832,                 1.4103,                0.92123,                      1,                0.96214,                0.36538,                 2.0985,                 1.1312,                 3.5125,             0.00053773,             0.00053773,             0.00053773
                     66,                0.94361,                0.79747,                 1.4059,                0.92578,                      1,                0.98429,                0.38738,                 2.1154,                 1.1788,                 3.4441,             0.00052359,             0.00052359,             0.00052359
                     67,                0.94475,                0.79561,                 1.3677,                0.97145,                0.92308,                0.98567,                0.35918,                 2.1384,                 1.2651,                 3.3763,             0.00050944,             0.00050944,             0.00050944
                     68,                0.89653,                0.80466,                 1.3399,                0.96072,                      1,                  0.995,                0.34158,                 2.2275,                 1.2149,                 3.4585,             0.00049529,             0.00049529,             0.00049529
                     69,                 0.9434,                0.84139,                 1.3969,                      1,                0.99734,                  0.995,                0.33418,                 2.1969,                 1.2405,                 3.4188,             0.00048114,             0.00048114,             0.00048114
                     70,                0.85635,                0.79956,                 1.3474,                      1,                0.91747,                   0.99,                0.38697,                 2.0792,                 1.2997,                 3.1987,               0.000467,               0.000467,               0.000467
                     71,                0.95158,                0.82469,                 1.4205,                0.91962,                0.92308,                0.97336,                0.42695,                 2.0287,                 1.2657,                 3.0899,             0.00045285,             0.00045285,             0.00045285
                     72,                0.91786,                0.79217,                 1.4058,                0.92241,                0.91502,                0.95281,                0.42587,                 2.0347,                 1.2517,                 3.0366,              0.0004387,              0.0004387,              0.0004387
                     73,                 0.8839,                0.80705,                 1.3542,                      1,                0.84285,                0.95494,                 0.4085,                 2.0315,                 1.3536,                 3.0524,             0.00042456,             0.00042456,             0.00042456
                     74,                0.90296,                0.74082,                 1.3684,                0.91564,                0.83575,                0.88248,                0.35128,                  1.993,                 1.5979,                 3.1827,             0.00041041,             0.00041041,             0.00041041
                     75,                0.83716,                0.75017,                 1.3154,                0.86793,                0.84615,                0.83628,                0.33543,                 1.9797,                 1.6724,                 3.1007,             0.00039626,             0.00039626,             0.00039626
                     76,                0.83698,                0.77274,                  1.302,                0.84116,                0.81621,                0.80297,                0.31579,                 2.0431,                 1.3812,                 3.0757,             0.00038211,             0.00038211,             0.00038211
                     77,                0.93332,                 0.7596,                 1.3857,                0.85342,                0.89701,                0.91888,                 0.3253,                 2.0273,                  1.363,                 3.0463,             0.00036797,             0.00036797,             0.00036797
                     78,                0.81045,                0.70334,                  1.293,                0.99974,                0.92308,                0.94616,                0.35936,                 2.0634,                  1.306,                  2.975,             0.00035382,             0.00035382,             0.00035382
                     79,                0.84538,                0.76154,                 1.3336,                0.99015,                0.92308,                   0.99,                0.38894,                 2.0489,                  1.262,                 2.9901,             0.00033967,             0.00033967,             0.00033967
                     80,                0.82762,                0.73939,                 1.3124,                      1,                0.98845,                  0.995,                0.43335,                 1.8558,                 1.2514,                 2.8599,             0.00032553,             0.00032553,             0.00032553
                     81,                0.81968,                0.74412,                 1.3281,                 0.9929,                0.92308,                   0.99,                0.43943,                  1.801,                 1.2673,                 2.8519,             0.00031138,             0.00031138,             0.00031138
                     82,                0.78123,                0.73931,                 1.2831,                0.99488,                0.92308,                   0.99,                0.44802,                 1.8126,                 1.3968,                 2.8783,             0.00029723,             0.00029723,             0.00029723
                     83,                0.82926,                0.71975,                 1.2908,                0.99621,                0.92308,                0.98567,                0.42478,                 1.9186,                 1.3931,                 2.9629,             0.00028308,             0.00028308,             0.00028308
                     84,                0.76621,                0.70638,                 1.2626,                0.97461,                0.92308,                0.98567,                0.43691,                 2.0047,                  1.329,                 3.0547,             0.00026894,             0.00026894,             0.00026894
                     85,                0.81843,                0.69769,                 1.3172,                0.98219,                0.92308,                0.98567,                0.41296,                  2.047,                 1.2147,                   3.11,             0.00025479,             0.00025479,             0.00025479
                     86,                0.87819,                0.76786,                 1.3511,                0.98716,                      1,                  0.995,                0.42839,                 2.0278,                 1.1499,                 3.0688,             0.00024064,             0.00024064,             0.00024064
                     87,                0.79267,                0.71358,                 1.2756,                0.98554,                      1,                  0.995,                0.42656,                 2.0306,                  1.111,                 3.0095,              0.0002265,              0.0002265,              0.0002265
                     88,                0.82868,                0.75364,                 1.3318,                0.91608,                      1,                   0.99,                0.41564,                 2.0455,                 1.1299,                 2.9732,             0.00021235,             0.00021235,             0.00021235
                     89,                0.82759,                0.72562,                 1.3327,                0.91802,                      1,                0.97857,                0.41382,                 2.0606,                 1.1622,                 2.9719,              0.0001982,              0.0001982,              0.0001982
                     90,                0.82554,                0.74677,                 1.3117,                      1,                 0.8348,                0.91923,                 0.4305,                 2.0436,                 1.1895,                  2.899,             0.00018406,             0.00018406,             0.00018406
                     91,                0.72448,                0.86921,                 1.3667,                0.97307,                0.92308,                0.92536,                0.44086,                 2.0544,                 1.1738,                 2.8811,             0.00016991,             0.00016991,             0.00016991
                     92,                0.69856,                0.84215,                 1.3531,                0.99002,                0.92308,                0.92532,                0.43489,                 1.9434,                  1.229,                 2.8547,             0.00015576,             0.00015576,             0.00015576
                     93,                0.69701,                0.81962,                  1.349,                0.99009,                0.92308,                 0.9253,                0.45126,                 1.8686,                  1.244,                 2.8144,             0.00014161,             0.00014161,             0.00014161
                     94,                0.67165,                0.77171,                 1.3177,                0.98907,                0.92308,                0.98567,                0.46755,                 1.8764,                 1.2045,                 2.8027,             0.00012747,             0.00012747,             0.00012747
                     95,                0.63336,                0.69711,                 1.2898,                0.99063,                0.92308,                0.98567,                0.46209,                  1.933,                 1.1776,                 2.8328,             0.00011332,             0.00011332,             0.00011332
                     96,                0.61579,                0.71257,                 1.2575,                0.99707,                0.92308,                0.98567,                0.43735,                 1.9474,                 1.1448,                 2.9064,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     97,                0.61179,                 0.6439,                 1.2291,                      1,                0.92181,                   0.99,                0.46471,                 1.9525,                 1.1333,                 2.9493,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     98,                0.56728,                0.60636,                 1.2373,                      1,                0.92062,                0.98567,                  0.469,                 1.9335,                 1.1614,                 2.9758,             7.0878e-05,             7.0878e-05,             7.0878e-05
